address,nearest_mrt,nearest_distance_to_mrt
179 LOMPANG RD,petir,0.289
674A CHOA CHU KANG CRES,yew tee,0.466
601 JURONG WEST ST 62,pioneer,0.389
184 STIRLING RD,queenstown,0.214
403 ADMIRALTY LINK,sembawang,0.694
414 SEMBAWANG DR,sembawang,0.338
356B ADMIRALTY DR,sembawang,0.297
471 SEMBAWANG DR,sembawang,0.564
257A COMPASSVALE RD,sengkang,0.252
203A COMPASSVALE RD,ranggung,0.318
187A RIVERVALE DR,rumbia,0.26
121 RIVERVALE DR,bakau,0.13
121B RIVERVALE DR,bakau,0.194
302A ANCHORVALE LINK,renjong,0.116
120C RIVERVALE DR,kangkar,0.245
225C COMPASSVALE WALK,ranggung,0.493
577 WOODLANDS DR 16,woodlands south ,0.539
575 WOODLANDS DR 16,woodlands south ,0.611
406 ANG MO KIO AVE 10,ang mo kio,1.004
323 ANG MO KIO AVE 3,ang mo kio,0.315
350 ANG MO KIO ST 32,ang mo kio,0.694
771 BEDOK RESERVOIR VIEW,bedok reservoir,0.741
112A DEPOT RD,labrador park,1.195
666 CHOA CHU KANG CRES,yew tee,0.613
374 HOUGANG ST 31,kovan,0.608
37 TEBAN GDNS RD,jurong east,1.405
623 JURONG WEST ST 61,pioneer,0.322
617 JURONG WEST ST 65,pioneer,0.517
673A JURONG WEST ST 65,boon lay,0.826
613 JURONG WEST ST 62,pioneer,0.445
624 JURONG WEST ST 61,pioneer,0.361
660D JURONG WEST ST 64,boon lay,0.402
680B JURONG WEST CTRL 1,boon lay,0.716
669A JURONG WEST ST 64,boon lay,0.577
401 ADMIRALTY LINK,sembawang,0.747
340B SEMBAWANG CL,sembawang,0.287
190A RIVERVALE DR,compassvale,0.262
121C SENGKANG EAST WAY,bakau,0.189
257B COMPASSVALE RD,sengkang,0.194
119B RIVERVALE DR,kangkar,0.094
120A RIVERVALE DR,bakau,0.279
120B RIVERVALE DR,bakau,0.269
251 COMPASSVALE ST,compassvale,0.109
203D COMPASSVALE RD,ranggung,0.372
588 WOODLANDS DR 16,woodlands south ,0.156
10 CHAI CHEE RD,bedok,0.683
177 LOMPANG RD,petir,0.324
178 LOMPANG RD,petir,0.341
974 HOUGANG ST 91,tongkang,1.469
649B JURONG WEST ST 61,pioneer,0.099
620 JURONG WEST ST 65,pioneer,0.493
621 JURONG WEST ST 65,pioneer,0.447
602 JURONG WEST ST 62,pioneer,0.372
411 SEMBAWANG DR,sembawang,0.421
356A ADMIRALTY DR,sembawang,0.358
340A SEMBAWANG CL,sembawang,0.293
341 SEMBAWANG CL,sembawang,0.268
504C CANBERRA LINK,sembawang,0.42
412 SEMBAWANG DR,sembawang,0.379
295C COMPASSVALE CRES,compassvale,0.317
203C COMPASSVALE RD,ranggung,0.357
186A RIVERVALE DR,rumbia,0.175
121D SENGKANG EAST WAY,bakau,0.245
122 SENGKANG EAST WAY,bakau,0.218
202 COMPASSVALE DR,renjong,0.362
185D RIVERVALE CRES,rumbia,0.27
119D RIVERVALE DR,kangkar,0.215
204C COMPASSVALE DR,ranggung,0.455
582 WOODLANDS DR 16,woodlands south ,0.418
576 WOODLANDS DR 16,woodlands south ,0.526
578 WOODLANDS DR 16,woodlands south ,0.562
637 WOODLANDS RING RD,admiralty,0.396
109B DEPOT RD,telok blangah,1.146
120A KIM TIAN PL,tiong bahru,0.321
14A TELOK BLANGAH CRES,tiong bahru,1.191
180 LOMPANG RD,petir,0.24
105 CLEMENTI ST 12,clementi,0.993
65 TEBAN GDNS RD,jurong east,1.289
648D JURONG WEST ST 61,pioneer,0.209
618 JURONG WEST ST 65,pioneer,0.565
669D JURONG WEST ST 64,boon lay,0.621
402 ADMIRALTY LINK,sembawang,0.718
421 CANBERRA RD,sembawang,0.469
422 CANBERRA RD,sembawang,0.519
424 CANBERRA RD,sembawang,0.551
350B CANBERRA RD,sembawang,0.139
409 SEMBAWANG DR,sembawang,0.517
357B ADMIRALTY DR,sembawang,0.331
588C MONTREAL DR,sembawang,0.528
410 SEMBAWANG DR,sembawang,0.476
472 SEMBAWANG DR,sembawang,0.508
204B COMPASSVALE DR,renjong,0.428
195 RIVERVALE DR,compassvale,0.282
303B ANCHORVALE LINK,renjong,0.118
119C RIVERVALE DR,kangkar,0.16
196 RIVERVALE DR,compassvale,0.348
141 LOR 2 TOA PAYOH,toa payoh,0.407
579 WOODLANDS DR 16,woodlands south ,0.458
580 WOODLANDS DR 16,woodlands south ,0.488
121A KIM TIAN PL,tiong bahru,0.392
2C BOON TIONG RD,havelock,0.201
615 BT PANJANG RING RD,senja,0.269
616 SENJA RD,senja,0.267
619 JURONG WEST ST 65,pioneer,0.523
178 YUNG SHENG RD,lakeside,1.226
603 JURONG WEST ST 62,pioneer,0.376
604 JURONG WEST ST 62,pioneer,0.327
605 JURONG WEST ST 62,pioneer,0.267
610 JURONG WEST ST 65,pioneer,0.401
503B CANBERRA LINK,sembawang,0.268
425 CANBERRA RD,sembawang,0.612
352C CANBERRA RD,sembawang,0.091
357 ADMIRALTY DR,sembawang,0.416
357C ADMIRALTY DR,sembawang,0.285
360A ADMIRALTY DR,sembawang,0.467
501A WELLINGTON CIRCLE,sembawang,0.313
204A COMPASSVALE DR,sengkang,0.436
193 RIVERVALE DR,compassvale,0.21
297B COMPASSVALE ST,compassvale,0.059
298A COMPASSVALE ST,compassvale,0.162
257C COMPASSVALE RD,sengkang,0.158
258D COMPASSVALE RD,sengkang,0.27
262D COMPASSVALE ST,cheng lim,0.261
194 RIVERVALE DR,compassvale,0.243
670 WOODLANDS DR 71,admiralty,0.272
596C ANG MO KIO ST 52,ang mo kio,0.232
111A DEPOT RD,telok blangah,1.164
112B DEPOT RD,labrador park,1.181
456 CLEMENTI AVE 3,clementi,0.407
5 PINE CL,mountbatten,0.095
625 JURONG WEST ST 61,pioneer,0.467
179 YUNG SHENG RD,lakeside,1.176
183 YUNG SHENG RD,lakeside,1.24
184 YUNG SHENG RD,lakeside,1.225
662B JURONG WEST ST 64,boon lay,0.346
662D JURONG WEST ST 64,boon lay,0.268
682A JURONG WEST CTRL 1,boon lay,0.604
503C CANBERRA LINK,sembawang,0.362
469 ADMIRALTY DR,sembawang,0.67
359A ADMIRALTY DR,sembawang,0.505
341B SEMBAWANG CL,sembawang,0.208
353B ADMIRALTY DR,sembawang,0.149
303A ANCHORVALE LINK,renjong,0.045
201C COMPASSVALE DR,renjong,0.34
258A COMPASSVALE RD,sengkang,0.211
259A COMPASSVALE RD,sengkang,0.282
200D SENGKANG EAST RD,renjong,0.273
298B COMPASSVALE ST,compassvale,0.223
260C SENGKANG EAST WAY,sengkang,0.271
261D SENGKANG EAST WAY,sengkang,0.233
298D COMPASSVALE ST,compassvale,0.155
584 WOODLANDS DR 16,woodlands south ,0.295
508 ANG MO KIO AVE 8,ang mo kio,0.433
700C ANG MO KIO AVE 6,ang mo kio,0.346
353 ANG MO KIO ST 32,ang mo kio,0.691
45 KIM CHENG ST,tiong bahru,0.507
28 TIONG BAHRU RD,tiong bahru,0.331
120 KIM TIAN PL,tiong bahru,0.355
121 KIM TIAN PL,tiong bahru,0.396
457 CHOA CHU KANG AVE 4,south view,1.029
455 CLEMENTI AVE 3,clementi,0.372
460 CLEMENTI AVE 3,clementi,0.482
181 YUNG SHENG RD,lakeside,1.18
608 JURONG WEST ST 65,pioneer,0.32
666A JURONG WEST ST 65,pioneer,0.512
404 ADMIRALTY LINK,sembawang,0.64
504B MONTREAL DR,sembawang,0.418
407 SEMBAWANG DR,sembawang,0.594
467B ADMIRALTY DR,sembawang,0.75
359 ADMIRALTY DR,sembawang,0.47
351C CANBERRA RD,sembawang,0.256
501B WELLINGTON CIRCLE,sembawang,0.378
468D ADMIRALTY DR,sembawang,0.672
468A ADMIRALTY DR,sembawang,0.721
203E COMPASSVALE RD,sengkang,0.418
262A COMPASSVALE ST,cheng lim,0.151
297A COMPASSVALE ST,compassvale,0.044
298C COMPASSVALE ST,compassvale,0.205
197 RIVERVALE DR,rumbia,0.296
115B YISHUN RING RD,yishun,0.989
351 ANG MO KIO ST 32,ang mo kio,0.629
352 ANG MO KIO ST 32,ang mo kio,0.629
10C BEDOK STH AVE 2,bedok,0.725
8B BOON TIONG RD,tiong bahru,0.334
8A BOON TIONG RD,tiong bahru,0.302
109A DEPOT RD,telok blangah,1.14
659A JURONG WEST ST 65,boon lay,0.46
177 YUNG SHENG RD,lakeside,1.217
273D JURONG WEST AVE 3,boon lay,1.554
606 JURONG WEST ST 65,pioneer,0.221
682B JURONG WEST CTRL 1,boon lay,0.56
669C JURONG WEST ST 64,boon lay,0.654
680A JURONG WEST CTRL 1,boon lay,0.672
183 STIRLING RD,queenstown,0.185
504D MONTREAL DR,sembawang,0.454
501C WELLINGTON CIRCLE,sembawang,0.348
467A ADMIRALTY DR,sembawang,0.755
469B ADMIRALTY DR,sembawang,0.75
359C ADMIRALTY DR,sembawang,0.593
341A SEMBAWANG CL,sembawang,0.229
350A CANBERRA RD,sembawang,0.178
359B ADMIRALTY DR,sembawang,0.555
122D RIVERVALE DR,bakau,0.106
303C ANCHORVALE LINK,renjong,0.109
258B COMPASSVALE RD,sengkang,0.252
203B COMPASSVALE RD,ranggung,0.4
291D COMPASSVALE ST,compassvale,0.339
200A SENGKANG EAST RD,renjong,0.153
200B SENGKANG EAST RD,renjong,0.238
260B SENGKANG EAST WAY,sengkang,0.218
311C ANCHORVALE LANE,tongkang,0.293
73A REDHILL RD,redhill,0.189
111B DEPOT RD,telok blangah,1.172
651 SENJA LINK,jelapang,0.099
660A JURONG WEST ST 64,boon lay,0.379
661A JURONG WEST ST 64,boon lay,0.341
661B JURONG WEST ST 64,boon lay,0.295
661C JURONG WEST ST 64,boon lay,0.303
662A JURONG WEST ST 64,boon lay,0.416
632 JURONG WEST ST 65,pioneer,0.761
633 JURONG WEST ST 65,pioneer,0.669
659C JURONG WEST ST 65,pioneer,0.522
631 JURONG WEST ST 65,pioneer,0.713
611 JURONG WEST ST 65,pioneer,0.409
669B JURONG WEST ST 64,boon lay,0.595
17 JLN TENTERAM,boon keng,1.006
176D EDGEFIELD PLAINS,meridian,0.127
352A CANBERRA RD,sembawang,0.184
469A ADMIRALTY DR,sembawang,0.715
353C ADMIRALTY DR,sembawang,0.103
354B ADMIRALTY DR,sembawang,0.213
351B CANBERRA RD,sembawang,0.201
501D WELLINGTON CIRCLE,sembawang,0.346
301A ANCHORVALE DR,renjong,0.286
201A COMPASSVALE DR,renjong,0.349
201B COMPASSVALE DR,renjong,0.409
291A COMPASSVALE ST,compassvale,0.31
299B COMPASSVALE ST,compassvale,0.271
160 LOR 1 TOA PAYOH,toa payoh,0.334
161 LOR 1 TOA PAYOH,toa payoh,0.364
613 BT PANJANG RING RD,senja,0.155
467 SEGAR RD,fajar,0.419
653 SENJA LINK,jelapang,0.069
367 CLEMENTI AVE 2,clementi,0.757
660B JURONG WEST ST 64,boon lay,0.339
661D JURONG WEST ST 64,boon lay,0.282
635 JURONG WEST ST 65,pioneer,0.591
659D JURONG WEST ST 65,boon lay,0.467
273A JURONG WEST AVE 3,boon lay,1.457
679A JURONG WEST CTRL 1,boon lay,0.63
628 JURONG WEST ST 65,pioneer,0.565
15 FARRER PK RD,farrer park,0.224
196B PUNGGOL FIELD,cove,0.118
174A EDGEDALE PLAINS,meridian,0.266
56 STRATHMORE AVE,queenstown,0.441
350C CANBERRA RD,sembawang,0.108
351A CANBERRA RD,sembawang,0.15
354C ADMIRALTY DR,sembawang,0.267
307A ANCHORVALE RD,tongkang,0.244
291B COMPASSVALE ST,compassvale,0.267
122A SENGKANG EAST WAY,bakau,0.168
585 WOODLANDS DR 16,woodlands south ,0.312
316A ANG MO KIO ST 31,ang mo kio,0.646
24 TIONG BAHRU RD,havelock,0.402
9 CANTONMENT CL,outram park,0.679
118A JLN MEMBINA,tiong bahru,0.558
74A REDHILL RD,redhill,0.194
609 BT PANJANG RING RD,senja,0.04
620 BT PANJANG RING RD,jelapang,0.326
621 SENJA RD,jelapang,0.203
623 SENJA RD,jelapang,0.265
686C CHOA CHU KANG CRES,yew tee,0.814
689A CHOA CHU KANG DR,yew tee,0.688
96 ALJUNIED CRES,mattar,0.629
651 HOUGANG AVE 8,hougang,1.26
39 TEBAN GDNS RD,jurong east,1.312
657B JURONG WEST ST 65,pioneer,0.431
659B JURONG WEST ST 65,boon lay,0.491
182 YUNG SHENG RD,lakeside,1.188
652C JURONG WEST ST 61,pioneer,0.106
665B JURONG WEST ST 64,boon lay,0.371
126A EDGEDALE PLAINS,coral edge,0.138
55 STRATHMORE AVE,queenstown,0.384
307C ANCHORVALE RD,tongkang,0.155
311A ANCHORVALE LANE,tongkang,0.268
305D ANCHORVALE LINK,tongkang,0.166
260D SENGKANG EAST WAY,sengkang,0.307
115C YISHUN RING RD,yishun,0.965
315A ANG MO KIO ST 31,ang mo kio,0.703
596D ANG MO KIO ST 52,ang mo kio,0.271
619 BT PANJANG RING RD,jelapang,0.258
611 BT PANJANG RING RD,senja,0.138
465 SEGAR RD,segar,0.36
614 SENJA RD,senja,0.261
622 SENJA RD,jelapang,0.358
650 SENJA LINK,jelapang,0.137
652 SENJA LINK,jelapang,0.11
607 SENJA RD,senja,0.095
651A JURONG WEST ST 61,pioneer,0.089
634 JURONG WEST ST 65,pioneer,0.636
6 BEACH RD,lavender,0.419
126C EDGEDALE PLAINS,coral edge,0.213
468C ADMIRALTY DR,sembawang,0.591
305A ANCHORVALE LINK,tongkang,0.279
305C ANCHORVALE LINK,tongkang,0.227
306C ANCHORVALE LINK,tongkang,0.259
290C COMPASSVALE CRES,cheng lim,0.424
296B COMPASSVALE CRES,compassvale,0.375
322A ANCHORVALE DR,sengkang,0.353
299A COMPASSVALE ST,compassvale,0.307
301B ANCHORVALE DR,renjong,0.295
253 COMPASSVALE ST,compassvale,0.065
299C COMPASSVALE ST,compassvale,0.251
122C SENGKANG EAST WAY,bakau,0.097
143 LOR 2 TOA PAYOH,toa payoh,0.532
131B KIM TIAN RD,tiong bahru,0.586
131C KIM TIAN RD,tiong bahru,0.662
471 SEGAR RD,segar,0.371
654 SENJA RD,jelapang,0.127
608 SENJA RD,senja,0.11
7 PINE CL,mountbatten,0.164
651B JURONG WEST ST 61,pioneer,0.119
662C JURONG WEST ST 64,boon lay,0.26
666B JURONG WEST ST 65,boon lay,0.47
416 CANBERRA RD,sembawang,0.339
507D WELLINGTON CIRCLE,sembawang,0.406
305B ANCHORVALE LINK,tongkang,0.307
307D ANCHORVALE RD,tongkang,0.128
308A ANCHORVALE RD,tongkang,0.061
308B ANCHORVALE RD,tongkang,0.103
404B FERNVALE LANE,fernvale,0.504
321C ANCHORVALE DR,renjong,0.446
308C ANCHORVALE RD,tongkang,0.112
183B RIVERVALE CRES,rumbia,0.263
583 WOODLANDS DR 16,woodlands south ,0.404
309A ANG MO KIO ST 31,ang mo kio,0.722
17 CANTONMENT CL,tanjong pagar,0.721
119D KIM TIAN RD,tiong bahru,0.465
17 TELOK BLANGAH CRES,tiong bahru,1.125
612 SENJA RD,senja,0.205
618 SENJA RD,senja,0.306
610 SENJA RD,senja,0.144
624 SENJA RD,jelapang,0.305
655 SENJA RD,jelapang,0.065
684D CHOA CHU KANG CRES,yew tee,0.797
366 CLEMENTI AVE 2,clementi,0.775
268A BOON LAY DR,boon lay,1.056
274D JURONG WEST AVE 3,boon lay,1.523
657A JURONG WEST ST 65,pioneer,0.409
674A JURONG WEST ST 65,boon lay,0.773
196D PUNGGOL FIELD,cove,0.148
354A ADMIRALTY DR,sembawang,0.171
507C WELLINGTON CIRCLE,sembawang,0.482
468B ADMIRALTY DR,sembawang,0.668
304B ANCHORVALE LINK,renjong,0.267
296A COMPASSVALE CRES,compassvale,0.311
183D RIVERVALE CRES,rumbia,0.308
301D ANCHORVALE DR,renjong,0.204
319B ANCHORVALE DR,renjong,0.523
322C ANCHORVALE DR,sengkang,0.378
189A RIVERVALE DR,compassvale,0.41
189B RIVERVALE DR,compassvale,0.378
700A ANG MO KIO AVE 6,ang mo kio,0.387
76 TELOK BLANGAH DR,telok blangah,0.424
119B KIM TIAN RD,tiong bahru,0.55
466 SEGAR RD,fajar,0.376
470 SEGAR RD,segar,0.413
273B JURONG WEST AVE 3,boon lay,1.465
273C JURONG WEST AVE 3,boon lay,1.489
275B JURONG WEST ST 25,boon lay,1.637
636 JURONG WEST ST 65,pioneer,0.522
276A JURONG WEST ST 25,boon lay,1.645
275D JURONG WEST ST 25,boon lay,1.709
109C EDGEDALE PLAINS,meridian,0.197
507A WELLINGTON CIRCLE,sembawang,0.598
507B WELLINGTON CIRCLE,sembawang,0.567
352B CANBERRA RD,sembawang,0.141
351D CANBERRA RD,sembawang,0.251
301C ANCHORVALE DR,renjong,0.209
290B COMPASSVALE CRES,cheng lim,0.368
296C COMPASSVALE CRES,compassvale,0.324
292A COMPASSVALE ST,compassvale,0.227
258C COMPASSVALE RD,sengkang,0.299
323C SENGKANG EAST WAY,sengkang,0.368
5A MARSILING DR,marsiling,0.85
16 CANTONMENT CL,tanjong pagar,0.675
19 CANTONMENT CL,tanjong pagar,0.804
472 SEGAR RD,segar,0.331
688A CHOA CHU KANG DR,yew tee,0.797
687D CHOA CHU KANG DR,yew tee,0.827
109 CLEMENTI ST 11,clementi,0.964
268B BOON LAY DR,boon lay,1.01
268C BOON LAY DR,boon lay,0.972
275A JURONG WEST ST 25,boon lay,1.594
609 JURONG WEST ST 65,pioneer,0.365
174D EDGEDALE PLAINS,meridian,0.139
128B PUNGGOL FIELD WALK,coral edge,0.108
52 STIRLING RD,queenstown,0.362
354D ADMIRALTY DR,sembawang,0.248
322B ANCHORVALE DR,sengkang,0.4
304A ANCHORVALE LINK,renjong,0.231
306A ANCHORVALE LINK,tongkang,0.368
295A COMPASSVALE CRES,compassvale,0.441
201D COMPASSVALE DR,renjong,0.337
202C SENGKANG EAST RD,renjong,0.277
320A ANCHORVALE DR,renjong,0.406
325A SENGKANG EAST WAY,farmway,0.43
317C ANCHORVALE RD,farmway,0.43
589 WOODLANDS DR 16,woodlands south ,0.211
700B ANG MO KIO AVE 6,ang mo kio,0.393
37 LIM LIAK ST,tiong bahru,0.357
119C KIM TIAN RD,tiong bahru,0.514
656 SENJA RD,jelapang,0.097
671B KLANG LANE,farrer park,0.322
672A KLANG LANE,little india,0.373
685B CHOA CHU KANG CRES,yew tee,0.684
688C CHOA CHU KANG CRES,yew tee,0.744
689B CHOA CHU KANG DR,yew tee,0.677
135 TECK WHYE LANE,keat hong,0.346
276C JURONG WEST ST 25,boon lay,1.637
670A JURONG WEST ST 65,boon lay,0.707
658D JURONG WEST ST 65,pioneer,0.384
629 JURONG WEST ST 65,pioneer,0.607
105A EDGEFIELD PLAINS,cove,0.262
133 EDGEDALE PLAINS,coral edge,0.249
648 PUNGGOL CTRL,kadaloor,0.255
321B ANCHORVALE DR,sengkang,0.379
295B COMPASSVALE CRES,compassvale,0.391
309A ANCHORVALE RD,tongkang,0.264
309C ANCHORVALE RD,tongkang,0.195
158A RIVERVALE CRES,bakau,0.181
202B SENGKANG EAST RD,renjong,0.284
587 WOODLANDS DR 16,woodlands south ,0.254
11 CANTONMENT CL,tanjong pagar,0.714
86 TELOK BLANGAH HTS,telok blangah,0.687
469 SEGAR RD,segar,0.41
684A CHOA CHU KANG CRES,yew tee,0.723
686A CHOA CHU KANG CRES,yew tee,0.764
688B CHOA CHU KANG DR,yew tee,0.733
457 CLEMENTI AVE 3,clementi,0.434
60 TEBAN GDNS RD,jurong east,1.224
64 TEBAN GDNS RD,jurong east,1.339
672A JURONG WEST ST 65,pioneer,0.792
64 JLN MA'MOR,boon keng,1.103
176B EDGEFIELD PLAINS,meridian,0.189
102C PUNGGOL FIELD,cove,0.128
111 EDGEFIELD PLAINS,meridian,0.265
162B PUNGGOL CTRL,riviera,0.266
589C MONTREAL DR,sembawang,0.544
588A MONTREAL DR,sembawang,0.648
320B ANCHORVALE DR,renjong,0.506
122B SENGKANG EAST WAY,bakau,0.155
144 LOR 2 TOA PAYOH,toa payoh,0.491
586 WOODLANDS DR 16,woodlands south ,0.211
581 WOODLANDS DR 16,woodlands south ,0.446
18 CANTONMENT CL,tanjong pagar,0.761
468 SEGAR RD,segar,0.431
475 SEGAR RD,segar,0.362
482 SEGAR RD,segar,0.336
478 SEGAR RD,segar,0.413
672B KLANG LANE,farrer park,0.327
683B CHOA CHU KANG CRES,yew tee,0.705
685A CHOA CHU KANG CRES,yew tee,0.695
687B CHOA CHU KANG DR,yew tee,0.846
692B CHOA CHU KANG CRES,yew tee,0.563
459 CLEMENTI AVE 3,clementi,0.465
62 TEBAN GDNS RD,jurong east,1.347
658B JURONG WEST ST 65,pioneer,0.401
656A JURONG WEST ST 61,pioneer,0.335
106D PUNGGOL FIELD,meridian,0.194
589D MONTREAL DR,sembawang,0.49
415 SEMBAWANG DR,sembawang,0.33
309B ANCHORVALE RD,tongkang,0.23
312B ANCHORVALE LANE,tongkang,0.268
596B ANG MO KIO ST 52,ang mo kio,0.26
8 CANTONMENT CL,outram park,0.623
17 SENG POH RD,havelock,0.359
13 CANTONMENT CL,tanjong pagar,0.618
184 JELEBU RD,bukit panjang,0.128
484 SEGAR RD,segar,0.263
684B CHOA CHU KANG CRES,yew tee,0.708
979B BUANGKOK CRES,tongkang,1.309
980B BUANGKOK CRES,tongkang,1.191
673C JURONG WEST ST 65,boon lay,0.86
915 JURONG WEST ST 91,pioneer,1.12
652B JURONG WEST ST 61,pioneer,0.129
126D EDGEDALE PLAINS,coral edge,0.178
172B EDGEDALE PLAINS,coral edge,0.219
290A COMPASSVALE CRES,cheng lim,0.327
323A SENGKANG EAST WAY,sengkang,0.298
324A SENGKANG EAST WAY,cheng lim,0.368
311D ANCHORVALE LANE,tongkang,0.306
309D ANCHORVALE RD,tongkang,0.167
319C ANCHORVALE DR,renjong,0.466
320D ANCHORVALE DR,sengkang,0.416
321A ANCHORVALE DR,renjong,0.4
183A RIVERVALE CRES,rumbia,0.218
323B SENGKANG EAST WAY,sengkang,0.329
315C ANCHORVALE RD,tongkang,0.414
116 ANG MO KIO AVE 4,mayflower,0.21
87 TELOK BLANGAH HTS,telok blangah,0.708
88 TELOK BLANGAH HTS,telok blangah,0.76
183 JELEBU RD,bukit panjang,0.199
474 SEGAR RD,segar,0.324
683C CHOA CHU KANG CRES,yew tee,0.804
687C CHOA CHU KANG DR,yew tee,0.804
690C CHOA CHU KANG CRES,yew tee,0.759
458 CLEMENTI AVE 3,clementi,0.436
276B JURONG WEST AVE 3,boon lay,1.574
674B JURONG WEST ST 65,boon lay,0.852
652A JURONG WEST ST 61,pioneer,0.151
653C JURONG WEST ST 61,pioneer,0.244
658C JURONG WEST ST 65,pioneer,0.36
671A JURONG WEST ST 65,boon lay,0.732
126B EDGEDALE PLAINS,coral edge,0.179
103B EDGEFIELD PLAINS,cove,0.223
199C PUNGGOL FIELD,cove,0.152
175A PUNGGOL FIELD,meridian,0.055
311B ANCHORVALE LANE,tongkang,0.271
314C ANCHORVALE LINK,tongkang,0.419
314B ANCHORVALE LINK,tongkang,0.384
689F WOODLANDS DR 75,admiralty,0.927
182 JELEBU RD,bukit panjang,0.228
185 JELEBU RD,bukit panjang,0.093
181 JELEBU RD,bukit panjang,0.165
481 SEGAR RD,segar,0.346
685C CHOA CHU KANG CRES,yew tee,0.678
683A CHOA CHU KANG CRES,yew tee,0.734
673B JURONG WEST ST 65,boon lay,0.809
658A JURONG WEST ST 65,pioneer,0.421
12 FARRER PK RD,farrer park,0.143
175C PUNGGOL FIELD,meridian,0.163
109A EDGEDALE PLAINS,meridian,0.264
128A PUNGGOL FIELD WALK,coral edge,0.044
128C PUNGGOL FIELD WALK,coral edge,0.151
423 CANBERRA RD,sembawang,0.564
324B SENGKANG EAST WAY,sengkang,0.362
325C SENGKANG EAST WAY,cheng lim,0.435
313B ANCHORVALE RD,tongkang,0.328
318A ANCHORVALE LINK,farmway,0.386
318C ANCHORVALE LINK,farmway,0.428
157A RIVERVALE CRES,bakau,0.331
157D RIVERVALE CRES,bakau,0.275
766 WOODLANDS CIRCLE,admiralty,0.75
685C WOODLANDS DR 73,admiralty,0.547
687C WOODLANDS DR 75,admiralty,0.613
689E WOODLANDS DR 75,admiralty,0.931
510 ANG MO KIO AVE 8,ang mo kio,0.389
393 BT BATOK WEST AVE 5,bukit gombak,0.889
23 JLN MEMBINA,tiong bahru,0.163
477 SEGAR RD,segar,0.418
686B CHOA CHU KANG CRES,yew tee,0.802
686D CHOA CHU KANG CRES,yew tee,0.734
687A CHOA CHU KANG DR,yew tee,0.834
104 HOUGANG AVE 1,kovan,0.837
980C BUANGKOK CRES,tongkang,1.169
276D JURONG WEST ST 25,boon lay,1.661
275C JURONG WEST ST 25,boon lay,1.656
656C JURONG WEST ST 61,pioneer,0.344
101A PUNGGOL FIELD,cove,0.149
102B PUNGGOL FIELD,cove,0.059
196C PUNGGOL FIELD,cove,0.171
589A MONTREAL DR,sembawang,0.64
589B MONTREAL DR,sembawang,0.608
184C RIVERVALE CRES,rumbia,0.235
317A ANCHORVALE RD,farmway,0.391
317B ANCHORVALE RD,farmway,0.378
106A PUNGGOL FIELD,meridian,0.076
686A WOODLANDS DR 73,admiralty,0.543
110D PUNGGOL FIELD,meridian,0.254
383 BT BATOK WEST AVE 5,bukit gombak,0.415
85 TELOK BLANGAH HTS,telok blangah,0.734
197A PUNGGOL FIELD,cove,0.113
476 SEGAR RD,segar,0.388
479 SEGAR RD,segar,0.403
690A CHOA CHU KANG CRES,yew tee,0.742
199A PUNGGOL FIELD,cove,0.055
199B PUNGGOL FIELD,cove,0.08
655A JURONG WEST ST 61,pioneer,0.262
815 JELLICOE RD,lavender,0.127
816 JELLICOE RD,lavender,0.176
171C EDGEDALE PLAINS,coral edge,0.135
196A PUNGGOL FIELD,cove,0.087
199D PUNGGOL FIELD,cove,0.133
106B PUNGGOL FIELD,meridian,0.112
173C PUNGGOL FIELD,meridian,0.197
178 EDGEFIELD PLAINS,cove,0.275
112 EDGEFIELD PLAINS,meridian,0.22
166A PUNGGOL CTRL,riviera,0.072
171B EDGEDALE PLAINS,coral edge,0.12
105D EDGEFIELD PLAINS,cove,0.248
101C PUNGGOL FIELD,cove,0.149
173D PUNGGOL FIELD,meridian,0.225
128D PUNGGOL FIELD WALK,coral edge,0.125
509B WELLINGTON CIRCLE,sembawang,0.488
183C RIVERVALE CRES,rumbia,0.299
317D ANCHORVALE RD,farmway,0.439
325B SENGKANG EAST WAY,farmway,0.498
314A ANCHORVALE LINK,tongkang,0.409
316A ANCHORVALE LINK,farmway,0.509
313A ANCHORVALE RD,tongkang,0.311
310A ANCHORVALE RD,tongkang,0.196
158D RIVERVALE CRES,bakau,0.208
302D ANCHORVALE LINK,renjong,0.195
262B COMPASSVALE ST,cheng lim,0.227
127 POTONG PASIR AVE 1,potong pasir,0.566
687B WOODLANDS DR 75,admiralty,0.701
688A WOODLANDS DR 75,admiralty,0.733
689A WOODLANDS DR 75,admiralty,0.879
689C WOODLANDS DR 75,admiralty,0.949
315B ANG MO KIO ST 31,ang mo kio,0.696
143 BISHAN ST 12,bishan,0.789
392 BT BATOK WEST AVE 5,bukit gombak,0.824
12 CANTONMENT CL,tanjong pagar,0.67
428 BT PANJANG RING RD,segar,0.121
480 SEGAR RD,segar,0.375
630 SENJA RD,senja,0.526
684C CHOA CHU KANG CRES,yew tee,0.779
375 HOUGANG ST 31,kovan,0.599
655B JURONG WEST ST 61,pioneer,0.233
107B EDGEFIELD PLAINS,meridian,0.189
102D PUNGGOL FIELD,cove,0.119
645 PUNGGOL CTRL,kadaloor,0.196
104A EDGEFIELD PLAINS,cove,0.293
105B EDGEFIELD PLAINS,cove,0.231
101B PUNGGOL FIELD,cove,0.168
